followers,following,follower_following_ratio,public_repos,gh_impact,name_h,Team type
7.0,9.0,1.4,24.0,2.0,I0yWSrCv2Tn-LWp-Xn3LHw/dvfdpyHO1vS1Ars7aKglRg,human
1.0,3.0,1.0,36.0,0.0,I1FnL85IK55uGsqLMb5hyQ/7hv0q_7jBsuatqIj8WViIQ,human
4.0,5.0,4.0,32.0,0.0,I1FnL85IK55uGsqLMb5hyQ/DKkTbHTtKMg7I7sISpD_QQ,human
5.0,6.0,5.0,42.0,0.0,I1FnL85IK55uGsqLMb5hyQ/jXxep4V-8ukx_aSXh94GOA,human
0.0,0.0,0.0,56.0,0.0,I1O7owH22MB1q8qGQL2zpQ/hjDLQuukwmXGHMewu1h_kQ,human
101.0,221.0,0.8278688524590164,256.0,14.0,I1RoGhOOrGZSgMS0ruBNWg/I1RoGhOOrGZSgMS0ruBNWg,human
28.0,27.0,3.436363636363636,151.0,5.0,I1SPJRea8DuXkK7vew9SOQ/sY5mtB79mj3xp7yHWNoYgw,human
66.0,30.0,16.912280701754383,220.0,4.0,I1Xfoi6RKYv4MFOkhQGqQw/anEHPecbPuaj9_PaTIuFJg,human
73.0,39.0,17.023391812865494,265.0,6.0,I1Xfoi6RKYv4MFOkhQGqQw/gUGgG4gG2fTtor6IA9EtSw,human
62.0,27.0,15.578947368421053,177.0,3.0,I1Xfoi6RKYv4MFOkhQGqQw/goGJDIB0dx4O4GNEvQoyBA,human
37.0,22.0,3.0701754385964914,64.0,4.0,I1cJ_JFWpGJQuKbikZ2Hcw/4wrZg0D_WNwRZQ76YZBuYQ,human
2.0,2.0,2.0,21.0,0.0,I1qLQlbp5eDpMp33GN7nMw/E3Bs-UfqrZ6zcXTaiX8MRA,human
4.0,3.0,3.5,27.0,1.0,I1zTLQ0sX0_e1IKG0DL4FQ/1obWttaaw8DkHzSckiVWpw,human
1.0,2.0,0.0,4.0,0.0,I2F61ph3mDnjFuGJjYLHtw/g237pN9bO5h9D_rKJ_xVBg,human
52.0,210.0,0.6225117096018735,446.0,12.0,I2UxpYv_xdQHEHeW3_QBHQ/KvDMgZs5-CvYuXaaSNX50w,human
46.0,64.0,3.9274269005847953,77.0,4.0,I2WR_lv-_7ldbA-gZvPQlg/YKzC6UouZEm3QkOrjMIhDQ,human
0.0,0.0,0.0,35.0,1.0,I2e4yQw5sR9pI9D-Wh2WRg/ZehTb5daY1j6ps0LFBcVdw,human
0.0,6.0,0.0,29.0,2.0,I2liJzGZdPreCZ9dhbOC9g/CA9lHj_MoX3zpHws7Py4gA,human
1.0,1.0,1.0,14.0,0.0,I3DRpR5ejMYCmnNeIT0r8A/_OJmR_08MII9dmM8zwHL2g,human
1.0,145.0,0.006896551724137931,101.0,8.0,I3QPPaq0_kqbij7wJsp16Q/fmdke7niwukkWwlTjSp5OA,human
9.0,7.0,4.5,8.0,0.0,I3UZqDJCXurvXfC751JW_w/7l6O3ifXcyXHCwnBTNWc7A,human
21.0,30.0,2.238095238095238,49.0,2.0,I3WwTr0pSFTu5ZUs86lV_Q/SmLgnorVZ8OhQQn0JgZ9sA,human
0.0,0.0,0.0,6.0,0.0,I3ZzTDqr_SUeveeF4Cn-bg/-s7rsb4N_YM1XawEubtK-A,human
9.0,4.0,4.5,29.0,1.0,I3auFBWEeYu8DjckD6XTRQ/HYtQJxN1Lwfd-0toGEj5qw,human
1.0,1.0,1.0,13.0,0.0,I3fiStreKWJghjVugF1J5g/shn8HMHEdmcigfHkcJdjjQ,human
1.0,1.0,1.0,13.0,0.0,I3fiStreKWJghjVugF1J5g/yDFZcIgWwUUIryFVv9MR8A,human
0.0,3.0,0.0,5.0,1.0,I3iuZn9VvgO6yBSmOeTzQw/bABWM4rzs0_jy-Y_mOSSrg,human
23.0,69.0,1.3877777777777778,205.0,5.0,I3naBtwcUF_ImkTrSqlHkg/_saLJcfJg6nZo60-CNVhXw,human
0.0,13.0,0.0,40.0,0.0,I3oTSF8Z9KR2Ayy4LK2Dlg/59Gs7EwNKZEPBYQWW_3VDA,human
0.0,5.0,0.0,23.0,0.0,I42rCMjyquv2NYd47hkyDw/A9J4AtgFK0s8bMF7GJSQ_w,human
0.0,4.0,0.0,21.0,0.0,I42rCMjyquv2NYd47hkyDw/O3PWskS4oxUG4yCWcN8N9w,human
0.0,84.0,0.0,106.0,4.0,I4TKrxfQCKCXpWM7s4zv7A/aLUK___eOyR8fSP5kee7mA,human
9.0,6.0,4.5,92.0,1.0,I4au0zYGvZXJeJotO-F8Dw/lL9YzO9E-OtU2J1ChbmLPA,human
22.0,19.0,1.7,93.0,2.0,I4phwc5yUxC8lPWBT_5VSA/9a0WZZKho3LWNYbOjCbWHw,human
55.0,29.0,3.7666666666666666,116.0,3.0,I4phwc5yUxC8lPWBT_5VSA/qBe1XVNi5OhycCAFXUYDGw,human
56.0,7.0,16.8,66.0,2.0,I5Aj_OT4-Wd-HX02q29KSA/_-G1scz1aD1Nb8BM7H32hg,human
51.0,11.0,10.133333333333335,44.0,2.0,I5Aj_OT4-Wd-HX02q29KSA/gYEztU2SSRgbgOndqLGT2Q,human
43.0,51.0,0.8775510204081632,53.0,2.0,I5BwveAksW5r25r7EYpADQ/86aRS9wold6-akMXrxt9-w,human
52.0,49.0,2.1354515050167224,98.0,2.0,I5JZGecR3oHju7WfdwF0xg/W-ikbNrcsWNptczWzQTXMQ,human
1.0,5.0,1.0,82.0,2.0,I5RO6u6_baOQD-LbIylZIg/VKsXJBy05-14NpBmZDcgCw,human
3.0,3.0,1.5,18.0,0.0,I5Ux_ptSVIc_8HfFR769bQ/nt5taCEh_-T65aoYII_vgA,human
8.0,3.0,4.0,31.0,1.0,I5YSXUvsKqDjfkhWjeBiUw/KraRtAviYi-EV3Mhg1Dipg,human
0.0,3.0,0.0,31.0,2.0,I5YZt8QBQa1k-_Rap9OnvQ/YJXCvXN-ee0WCM2Anvxxcg,human
11.0,13.0,7.722222222222222,112.0,4.0,I5p_mU1ZUdHH18aWcEsU-g/6ly4_wq_a0ygCABp2q6toA,human
36.0,19.0,6.666666666666667,90.0,3.0,I5p_mU1ZUdHH18aWcEsU-g/sFRJF7ZHnw5JWwmhXK3ddA,human
13.0,25.0,1.3333333333333333,56.0,3.0,I6-C26QrR5QQZ2U_BVuIiw/TKbkPD0FOuwvdNIFTP58jg,human
5.0,13.0,0.38461538461538464,45.0,1.0,I6-wKKOdqYNV-pDG-UiW6Q/Op_IVfrCN_4QVHtLm5lIDA,human
2.0,0.0,0.0,34.0,1.0,I60NeR97Fz2382H1tfh-Wg/t13gP7QUHYpffUI7pHqIpg,human
2.0,4.0,1.0,28.0,1.0,I67lAAJj0vgDn61ZlOfa0Q/FUIQsZtbY-bKYUX-mReQRQ,human
28.0,24.0,2.111111111111111,43.0,1.0,I6jyEuS5Xt60-XSWJ9fDqg/UxEqQi8wzeJXXUOWqy-u1w,human
25.0,8.0,7.857142857142857,36.0,2.0,I6jzSnq0Q9vRI53T6Iyejw/Mq59sQP39AJA6O8SgrYFkA,human
14.0,19.0,3.4153846153846157,33.0,3.0,I7FwLWzkUkdPPGpSQ6F94g/FtW3mlvm_LAeMAA7ED3AHw,human
244.0,88.0,18.737853925353924,587.0,12.0,I7IN_J8bCNkfCiSbaiUkcQ/aVsb1dSdESMWco9uw4Unyg,human
6.0,9.0,0.6666666666666666,43.0,0.0,I7RZSHA4Od7VrccUxjOhqw/4nbMCg8RXiIDj5CLs4FCfA,human
90.0,61.0,7.384920634920634,108.0,5.0,I8Gz8tb7pOi23xF83uqlnw/YgPXNV9Y7SOuc6qUT5cUqg,human
0.0,0.0,0.0,27.0,2.0,I8M-8gVBLAIT_WZ436ax1w/uLVld38UR7OrDqY75dUfOQ,human
14.0,7.0,6.166666666666667,15.0,2.0,I8VlYxULkUyYtaPssQrhrw/EGAeySZNePeDx2MrlUZQrg,human
10.0,2.0,10.0,60.0,0.0,I8XUaRr67S6r40v5XCO1xw/CGA6WaOQ4JlRnsZEHL8gmA,human
3.0,30.0,0.2,87.0,3.0,I8cZbh2euWqjVGd-zEPIhQ/UPkyaMvKtZ3mmcYzne6dBg,human
12.0,9.0,2.0,56.0,3.0,I8uIaI2qZ3zP70M6Tqc6QQ/lPV-rPCLuLxvQOQKF6dFbA,human
16.0,6.0,6.5,34.0,0.0,I93lujnxF56C6-t9sMd4Nw/QpccsBkNeYRtBn7Q7sjfsQ,human
17.0,95.0,0.6020671834625323,152.0,4.0,I9aFTiqX44FoEsIsa1sR0g/4mjcOhM85X5KPHTx8wtn_w,human
0.0,2.0,0.0,54.0,1.0,I9s6ohWf_z7gi8mVu0jAdw/VUkYALEup-QEwGstXg7x7g,human
0.0,0.0,0.0,3.0,0.0,IA3CW5jQnrtUeazfjo3EwA/yihDLMCCu4vSPdDfvxbp-A,human
31.0,80.0,1.7435897435897436,100.0,5.0,IARBPqZfCdG6YvnL40YtIw/NYkQL-iJ_2nEZBZ8piDr8g,human
5.0,5.0,0.25,26.0,2.0,IATJeU8kOpdMjq0o0ygcNA/8XXcHiimsZEn5LRrq70Grg,human
6.0,6.0,1.0,32.0,1.0,IAxycUo84df8Zsd9qH_L-Q/KHwGZo_nhU6udIc8IvRm4Q,human
13.0,6.0,7.5,73.0,2.0,IBA14oOeOU63YRQj4p7gVQ/EiMNcfND4gSE9-29b31w-A,human
5.0,41.0,0.10810810810810813,47.0,6.0,IBFGcuOpHkvLVE1y_drLCA/_YWP60MLf1aneSUpyjzKXA,human
0.0,0.0,0.0,6.0,0.0,IBNkP8VuAkJQbNCJu8Z-Pg/3HFhvj2_IlDIlU5WDMNQYA,human
5.0,2.0,5.0,59.0,1.0,IBP6PYc_Zo7pGFYH7aospA/PEkjuSAJV9DtJJKhbap-Ig,human
1.0,2.0,0.5,9.0,0.0,IBUJMQMtRvHWbYrBu50qCw/9IQty2hdSQ4qQyErgHKm_g,human
0.0,0.0,0.0,31.0,1.0,IBpj7W7MeEb_CbSDt11SiA/7ySGE8zPpp4mvh4k3bg8Hw,human
3.0,2.0,3.0,24.0,1.0,IBrWgckWqn0AQ2re_R1NUA/hSEMpXtbKYLKBf5vnv_bQQ,human
0.0,1.0,0.0,19.0,0.0,IC5YtTSYPbIHMM56M7xg5Q/xr-PAYxUoGIHGvVYQiybQw,human
0.0,2.0,0.0,10.0,1.0,IC5uJJrGP9YvAK_DJDnM5A/YTFqbtkPXKQsk55TilOJTw,human
1.0,0.0,0.0,22.0,0.0,IC8JfLM9SWyiylusCuFzLQ/KSNoQDQLI-n-vbpK4lXsCg,human
20.0,7.0,4.8,97.0,1.0,ICHKRH4AtXt9ZQLCWqCkEA/z15alDg1dklr_xTlCgJcEQ,human
1.0,3.0,0.3333333333333333,42.0,0.0,ICVXintgU1Keypwg20AAmA/gT5l64v44jJC2U6EowiAiQ,human
27.0,22.0,4.2105263157894735,36.0,0.0,ICl5LWZsZcs6gFjxKIrdRg/QvaB_ryHrvPoF-cSY3TIWg,human
25.0,45.0,2.8222222222222224,392.0,8.0,IDJdB90q5F-NNkmRrzjLFQ/-Tl8Cz4wT0kGUpspImRM0g,human-bot
5.0,11.0,0.5,22.0,1.0,IDc0rFpDrZCtAjK7k95IUQ/txuezDWelSu1XB3ZyWyNdA,human
1.0,5.0,0.0,10.0,0.0,IDxaZE2UZwC1TJglgkNMcQ/2ZDi4ddxkt9zmGFd8iNqRg,human
6.0,3.0,4.0,108.0,1.0,IELyMd-rlElKHi1i-fh4YA/48FWgrVxNUE3Dr0USSOGBw,human
0.0,1.0,0.0,9.0,0.0,IEi59ohErMrQbhJ5oN70FA/UXRCd43auoa2qZEzuSCsdQ,human
0.0,2.0,0.0,42.0,0.0,IEuznYhRxYdv3oc08xmggQ/3UySel01jVMp7LY3mlnStg,human
1.0,0.0,0.0,9.0,0.0,IEyBY2auLAgakIG6YlQsIQ/mA5NDjbXf-H4gBqpQDUyoQ,human
13.0,9.0,4.2,48.0,1.0,IF99vzeUpM0iaNxMutG2FQ/j8C95kKLQePSv5rxsmiPpA,human
0.0,4.0,0.0,21.0,0.0,IF_uw6ZXH46LXCkMpumQ4w/_eyTPqW85Iwm0-ztURP0Vw,human
4.0,11.0,2.3333333333333335,54.0,1.0,IFnut6e0dJIe6EiOIqEJQg/a0suk33kzhMtQJnlBLKKwA,human
19.0,25.0,3.4047619047619047,77.0,2.0,IFnut6e0dJIe6EiOIqEJQg/i66oFge-RCDN2w9swDZ41Q,human
19.0,25.0,3.4047619047619047,66.0,2.0,IFnut6e0dJIe6EiOIqEJQg/mDC-3CdOuqoq7YCxZ75aIA,human
0.0,0.0,0.0,4.0,0.0,IG1IPz8cOYPj3Wp6UNImUA/1LEgXOcYEsibCVMpwYfQzQ,human
2.0,1.0,2.0,24.0,0.0,IG2_wNLUbW-_B-HHSApdRw/4zFFVCFBkorA1buMfKi-Lw,human
0.0,1.0,0.0,38.0,2.0,IGJIjh2MGgF8fmeENsE4uA/b_1PYmR5fl460nyinCi1hQ,human
0.0,4.0,0.0,9.0,1.0,IGZclRlzyqX9sP7WlecbGQ/A8pM81dSpjug0jOpLFE1tQ,human
10.0,22.0,1.0,137.0,3.0,IG_nVgkFHWrLMZXUSzX-_g/Xm3lfT_UT8tzLEDZrw8Opw,human
3.0,3.0,3.0,13.0,0.0,IGh9hm_uRheE6cYY-eQWZw/rfRY3t9ygbVspfLmt6tNJg,human
11.0,6.0,2.5,47.0,1.0,IGr08MjgCav1EDpI8zzZsg/EHDfuerO4uEm7EzTD_Ndjg,human
24.0,13.0,3.5,48.0,2.0,IGzVIj1UH1DbTERbOjtDiA/8dhDGJQIDcKNc3Wp2XY1tQ,human
43.0,46.0,5.035087719298246,105.0,4.0,IHVz1LUbiyfePJOv21g2Nw/APaGCbKQUbQr1tOccHvvVA,human
4.0,8.0,0.5714285714285714,37.0,1.0,IHWdsUbUZl93iv4j3Bmfyg/aRfH3MP-n6T3OwcunXpdLg,human
62.0,60.0,2.0892857142857144,135.0,2.0,IH_NB0J7S81HrOBJy_vf-A/-SyBNdwMobmLIPKqAPqb3Q,human
119.0,91.0,3.927995391705069,180.0,3.0,IH_NB0J7S81HrOBJy_vf-A/NYEXwcT5-yDXA2jPQNpDAg,human
146.0,120.0,4.8590298744636895,226.0,4.0,IH_NB0J7S81HrOBJy_vf-A/Onu2ZcgZ9QT8aAurTrv-0Q,human
7.0,341.0,0.020527859237536656,637.0,10.0,IHdXA7IGdJBkeyHnTFnuiA/vk7NuKjrxaendA0h0rcUYg,human
2.0,1.0,2.0,23.0,1.0,IHmm3XBsvpwgHBC6tz-nnw/Bz5t8DPgLxPEOZ8i2V2OKw,human
0.0,0.0,0.0,6.0,0.0,IIo2YjLv1Dhv7jtQzV4uwQ/yEBnXzqhUHGBEQGw91cJrA,human
23.0,15.0,5.857142857142857,54.0,1.0,IItaVJypkVDInDzBi1SK-w/IItaVJypkVDInDzBi1SK-w,human
2.0,3.0,1.0,21.0,0.0,IIyT6VeNYBmWNVkeFyPb1A/ifA0YoLWRNzBcDG1mtNXMg,human
2.0,2.0,0.5,15.0,0.0,IJ6Ag6H1DDFCEk-FqJuEng/ERSLZh9Gpgb6anMqy5PAnA,human
4.0,12.0,0.3333333333333333,30.0,1.0,IJampr7BBmCev1icy67oPg/11HwlVJK3hRHIB4Wmb2VCQ,human
1.0,3.0,0.5,39.0,1.0,IK8tLHEkL8xmA4NAbnCNuA/9bTyUjCkBiFy70sRXOwsWg,human
2.0,3.0,1.5,18.0,0.0,IK9978Gjw2Q-J4oW7TwOLg/wK93z4KU_5OlzbKWPKnwOA,human
57.0,13.0,4.590909090909091,136.0,4.0,IKIztjlzsRuYadUtrnRRsA/mg_EFQKV_BtjdRxtlds-5Q,human
3.0,6.0,0.3333333333333333,132.0,2.0,IKPWcLF8l6uoHhz__chReg/kujSZxbi8ofHB7yS-dvbug,human
104.0,526.0,3.273165162903241,532.0,28.0,IK_g-zXvb4LeRhnNFCH9Qg/MoYHCH7Ey-aTjyc7vfRipw,human
27.0,101.0,2.4659090909090904,151.0,9.0,IK_g-zXvb4LeRhnNFCH9Qg/PSawsXBlws8pwGwBAYTGhA,human-bot
74.0,254.0,1.6942566193395254,419.0,10.0,IK_g-zXvb4LeRhnNFCH9Qg/f_MJQydbmdBPtIqL8BnjfQ,human-bot
1.0,5.0,0.3333333333333333,96.0,1.0,IKjMlktjp2E8US2u12GecA/E4yPO8Nav0PBsz06wu8xJQ,human
5.0,25.0,0.803030303030303,48.0,0.0,IKkTGTC31V4ONCyDxmi0mA/3LZTGo1fIg74MTpEl5N1VA,human
10.0,51.0,0.21739130434782608,114.0,3.0,IL1I9PClqJ__Er6vewkrNg/_mWN2uUEh1BCkBX_hTbFew,human
0.0,0.0,0.0,13.0,0.0,IL6x_Rz6lOJjh4f5beL-xg/D0_Iqd8XgqGr-TUvvkZDdQ,human
0.0,0.0,0.0,7.0,0.0,ILGvtuJuq2C8y0rrmnTEGg/0t6g3ruRzfUh5TM3aptfGw,human
0.0,0.0,0.0,20.0,0.0,ILKHUe3McxCxFTnsGwvmlQ/N99rnE6J6LKKm33cCiDfbg,human
29.0,309.0,2.3417059131344846,87.0,8.0,ILPvFahy0g-VdNGcIAHj0w/hpL8RH8TsiVrC044Hefzgg,human
0.0,2.0,0.0,37.0,1.0,ILbrfsRS1BzM-j6bjdl3PA/KjxRS3RrDvPvcd2LWvmjBw,human
0.0,1.0,0.0,26.0,0.0,ILbrfsRS1BzM-j6bjdl3PA/w_t4WzzVtHoOWQJ3o_EI6g,human
68.0,43.0,2.9429824561403506,43.0,1.0,ILslDwQ3xxTvPPrDf_Y40A/PeC1oN7G5Yl1xf8JJnY6bg,human
1.0,1.0,1.0,13.0,0.0,IMDjlx2sSEMhLNJhfDHUuQ/XMYDrxAvTeoH_ozjgfYMpg,human
1.0,2.0,0.5,31.0,0.0,IMTJffr4ont1YzK8bbzTQQ/7-vo1x7-h9V5UYWs7b7pZw,human
125.0,33.0,4.032258064516129,53.0,3.0,IMjAuXhN45J3RjXV1EGikw/I8_18vTRaqGSUXMeyBCgDw,human
5.0,2.0,5.0,11.0,0.0,INEUyRoz7N-MHkeyx7uXvw/d5X7OhpwcfrF11Jd5xMEDA,human
25.0,17.0,1.6666666666666667,61.0,2.0,INh9L3WjUw2P1lz1YLVmJg/3vULkFlP-S4l9u1-_mq6-Q,human
81.0,61.0,4.212121212121212,166.0,3.0,INh9L3WjUw2P1lz1YLVmJg/RC6c68LFyHmfe8Oc0FXxJQ,human
2.0,1.0,1.0,19.0,1.0,IODs6A3s8075vn8A3f3DBw/UwAefomP9OT0tZTNIKKGbA,human
27.0,44.0,0.6136363636363636,129.0,4.0,IOYRmYEgm8LoVXU2nblh2w/0Ff2pObAiu9DlQK1_ThgSA,human
77.0,1209.0,2.6326375470613215,457.0,21.0,IOr0ruToOjwg_2f2jD4LVg/N1zEwHjj9IVOMivF7Jw1jQ,human
0.0,0.0,0.0,3.0,0.0,IP8DG4h5Tok01kj3RndDYg/TOrxn7PQpw4yn803d7sF6g,human
38.0,138.0,1.3097345132743363,267.0,9.0,IP9ShgHenzYRBYUxzvjwBw/fRK88APfrVw_zKl_UjVKMw,human
3.0,7.0,0.42857142857142855,10.0,1.0,IPAirmUkabgcH5GGhrMuFQ/6l8DAsIeugneuGBReSSpBA,human
2.0,1.0,2.0,15.0,0.0,IPBq-vCsZ22_ZeW7u1mmWg/remL9CyPY7PvUQWb8-xaCg,human
2.0,1.0,2.0,15.0,0.0,IPBq-vCsZ22_ZeW7u1mmWg/xpGUk-4Sio4xlMGR2ocJcA,human
8.0,134.0,0.258348623853211,87.0,7.0,IPQBYJ5Cp-DPJL-U7BLbsw/s3s6fWb4KsNxsX_xAk8R1Q,human-bot
0.0,1.0,0.0,44.0,1.0,IP_4rHSv24HYA2_20Ua6Kg/FtT9RGPsVNpi0-60jKyQPQ,human
4.0,1.0,4.0,20.0,0.0,IPoCinoVoz-cIhHNcmtW-A/4KpjbahzAq_eqWumu6NQfA,human
2.0,24.0,1.0434782608695652,7.0,2.0,IPpkGUQjW1UbyIfB5-1c2A/8jh4mwUzM67debj5TymBJA,human
0.0,2.0,0.0,4.0,1.0,IPyjc6ePrOICAn4IL34MWg/NepRuvH-fwFCrV-VCFXd4A,human
1.0,1.0,1.0,19.0,1.0,IQ9xKhM4Mxpgjry2zVO58g/xWEdXIyfnol9a_SAwOd2VQ,human
17.0,97.0,2.104767184035477,56.0,4.0,IQG51hTygmcluo3VIMbRbA/hG5jtlP3oIBFeC9M54FEPA,human
1.0,0.0,0.0,16.0,0.0,IQcHR-tRLMJSJ_j5Y1koag/wHMz4Q9MxL4-FBmWCaS0hA,human
337.0,1240.0,3.7639789417186558,551.0,26.0,IR0Dy0PF39X10vBiRYN8uA/IR0Dy0PF39X10vBiRYN8uA,human
11.0,10.0,2.75,49.0,0.0,IRTCLKFrp5bZCiZ7KbgwIQ/rIHcRYKBXOjAd66_AxPPEA,human
4.0,8.0,1.3333333333333333,44.0,2.0,IRlS3vHzDv2OMNbcQScOFw/OHXDX9JwUO3_OZDfx74HSg,human
3.0,4.0,1.3333333333333333,7.0,0.0,IS1MHr8LAvJEBUOCf3MbLQ/_LbBNrNq-IC98272HRn7aQ,human
0.0,5.0,0.0,26.0,1.0,ISLOpb49PGUHMfO6sdjQEw/XCK4JhOGNN9t3x4i_bfmbg,human
52.0,35.0,1.8571428571428568,37.0,1.0,ISSva5v_xLG9j5zfLOcM3Q/WspdEOBoc1lOmbayWPSuBA,human
2.0,3.0,1.0,80.0,2.0,ISfMb1vDZofiz7yn0_eLlw/ZaYnKfuyzK-MCQHc8slg3Q,human
2.0,2.0,1.0,101.0,2.0,ISfMb1vDZofiz7yn0_eLlw/plYk3VyZIUsF49c_cJaCGg,human
0.0,0.0,0.0,7.0,0.0,ITMrdBfcLS5sZCG2O5ka7g/CJUUDmDbpTVwf_H5dgB1Sw,human
0.0,0.0,0.0,4.0,0.0,ITWc2nHYPOA-d-Tq-UtyqQ/lsqsYj3QJHqmkDqFyUhlLA,human
0.0,1.0,0.0,11.0,0.0,ITrhuhECqvphri8yeXU5dQ/CSS8ScU3mFTGO9gpW5wn5w,human
0.0,0.0,0.0,2.0,0.0,IULNwqT604_3Vj39KXprkA/vKfDtp68JNpL_6zHwhANYA,human
10.0,41.0,0.30303030303030304,54.0,3.0,IUjK_aG1dS3-bOq_FqL83g/sooBOtXZi058iEETVSZpLw,human
0.0,3.0,0.0,43.0,1.0,IUuN3XBhRykpaEs9RIzMsA/-UAPBK3VxONRihRwJV8rbQ,human
10.0,12.0,1.8888888888888888,50.0,2.0,IUxEDNV9pYYhzQIqHg0t6Q/cm-1TBWqt_RDmIeWYqJ8UQ,human
2.0,2.0,1.0,14.0,0.0,IV3Za3ohMWRwEdbLxBXW5A/fDjW_gkE8qLuves7GZLFrg,human
23.0,23.0,4.15,59.0,0.0,IVHol-O1kbT0PCuAgIIwKw/d2X6dPthgyQOKQDMz2EJhw,human
14.0,4.0,3.5,59.0,2.0,IVJNLsppUgy5FsbHR8FbYQ/bJIoX6bT6CexmNEg6jrGdA,human
12.0,12.0,1.7083333333333333,36.0,2.0,IWBilgvhIsOY__vssVMkWA/gBdc0L72yTxA6I6N1w1p0Q,human
23.0,28.0,4.646825396825397,108.0,0.0,IWEg_4fEdAs16rPkVX7A7g/yPhWUckEqNiUB3bxwyc4Jw,human
81.0,49.0,4.824929971988795,157.0,2.0,IWTP1RnmUCFrwMUc8XFIXA/XQB7WitM53_PsqI8AQTKfQ,human
1.0,0.0,0.0,15.0,0.0,IX-qDkmN6M8r_XnMi5ZFMQ/H8VK5eOHvg02nt3dwgEOXg,human
26.0,18.0,2.4705882352941178,62.0,2.0,IXOH2BzUWjpJTrc0oKwVkA/e9PjbmZXpmXnTD9r0VA2mA,human
0.0,0.0,0.0,13.0,0.0,IXiE-gZVTXhWTVnjY9TFpg/8DP8Qn5BSHoEIEogAcX63A,human
10.0,15.0,0.6666666666666666,40.0,1.0,IXjZcjS7Y9_jYqbmVKOpPg/Nhuu3v1aNtk8sgk2G0JFug,human
0.0,2.0,0.0,7.0,0.0,IXnHapqJWlCtWqaBybm73Q/9s0zuCf62dirR9GwLkemTg,human
5.0,1.0,2.0,15.0,1.0,IXu-j0ZqNxHePyVLEzq4JA/5le1APzIALnulirN0jmGCg,human
0.0,8.0,0.0,18.0,0.0,IYUKjHp5cRy-2vmvO7JhJw/CjLzSGpqf7-Q4i-EXS7CgQ,human
0.0,1.0,0.0,61.0,0.0,IYhq1NFhPcMtRGXYBgYVEw/4e3rHf53AunFS1Z1PZ7UMA,human
1.0,65.0,1.0,18.0,1.0,IYqkuz_5t-Vnau_YYviixw/tudzeQK6mCEzqoUMQ3BZJQ,human
0.0,1.0,0.0,9.0,1.0,IYvZRWt6trXWadzZAM8ZDA/k5biDprO9qM--TQ9q1lYyA,human
6.0,4.0,6.0,14.0,0.0,IZGA6i751wAuITpyrkF_YA/bPQv-PYtj4igXkJSkrW4ag,human
79.0,492.0,0.5568670576735093,76.0,7.0,IZPfCmvCPeQvVxJTZMsE9A/6G7KtSKg2EXxIIxN1QjTww,human
0.0,1.0,0.0,10.0,2.0,I_5uO72L_NLu0rzfiBiHeg/cSSpApf10q2plILR0CRUnw,human
15.0,27.0,0.5769230769230769,49.0,3.0,I_XKo0XDWoQOKkp-tQG7eA/tzUhVYWimJkqV793YZvA_w,human
7.0,14.0,1.4615384615384617,39.0,2.0,I_ecZz47c07ooKJGrOrOJw/f91zNtGhMX5NwVsN-3MGHQ,human
2.0,7.0,0.0,36.0,1.0,I_vywZw2jbmTIUfh3Oynmg/4HMjvAvAgo6R7XFWOIHGow,human
11.0,13.0,4.333333333333333,26.0,0.0,IaQ1B8_i74bW1pzs2URsgw/6iv6ec0iHx6Iqb856hVc2A,human
5.0,24.0,0.20833333333333331,111.0,3.0,IadWyr31Joz15uSYrhsd2Q/7mGzM8XAUaJ24ZmP3vPW_A,human
1.0,1.0,1.0,12.0,0.0,Ibe7pmKEmMrYSi5w7JBLVA/TB52aqIMrevYqntpmoYmIQ,human
116.0,79.0,3.0303030303030303,491.0,8.0,IboOJpwGte2oNbYaNL9lZw/8JFji6Xa_BVezwNdfpOD8g,human
2.0,3.0,0.0,34.0,2.0,IbsmUZhG2xwkrjmTTSP3xQ/PuVJ8hWpFcEQqBJjtqsaAw,human
6.0,2.0,6.0,43.0,1.0,IcEm7MqixZy3JqvD_FMB0w/wdkVSnnKj9p70M7N3CXRfw,human
0.0,0.0,0.0,28.0,0.0,IcfuQrPKeCM2JhHX5wa9EA/z0ZImfpjf_9VvTs1KOlRzw,human
24.0,7.0,4.833333333333334,12.0,1.0,IdAI453fEbeT5VTaYhRZJQ/e_yD1QwKm70f23tAdcw8Og,human
34.0,35.0,3.061111111111111,54.0,2.0,IdBtrAEl6TCJuUNbM5wt9w/vil27QoOMLnKmy8p7bsxyQ,human
111.0,83.0,2.672473867595819,96.0,2.0,IdChClbvrMhOPoTzBf76CQ/wsSTy8fWSDOmR60U2mzZfQ,human
59.0,39.0,2.908333333333333,129.0,3.0,IdQ8vN7zAlZMOQorJokrsg/I-5giBV3VW1qEknUXHuXqg,human
28.0,69.0,0.8022071307300509,204.0,5.0,IdbgQCXMbbBkmEERlO9WLQ/2VKSTLg7ewaRC-UN2o_m7A,human
28.0,18.0,7.466666666666668,97.0,4.0,IeP7zrBjutHoej-Zhu5CBw/8wI7D_GK5H0evnAkFxcuPA,human
21.0,26.0,1.7727272727272727,49.0,1.0,IeUh4kvjLTlGZxbX4OU7ow/ZKkiG9R0pwtYqq8NbUHTtg,human
0.0,0.0,0.0,4.0,0.0,IenXePqudK_GRDxPo9RfrQ/I-7rQ0e90mv8a37po7dV3Q,human
