followers,following,follower_following_ratio,public_repos,gh_impact,name_h,Team type
11.0,9.0,1.9285714285714286,44.0,1.0,W5_pCaQvZ8f0GZ4zQDNeeA/Kemn1HAQZ3xXxRRGZkjB9g,human
2.0,3.0,1.5,49.0,0.0,W5uPgPPlOyLsb_jJC2fu4g/HppIRjFQeFGr8AmtJtgzcw,human
6.0,23.0,0.5769230769230769,129.0,2.0,W62V7ZHN_bET31utny0dqA/GTqWbXN06Z8BQzZLq2amJQ,human
0.0,0.0,0.0,38.0,1.0,W64YAO_BNLmgqF9Vk9VBvQ/LidyNhAJHqx7bsxcH8GcTA,human
0.0,0.0,0.0,4.0,0.0,W6SEn_dDG7AaFiX2_uEAKA/HEijyrTCQDprcsqJ7CPHFg,human
0.0,0.0,0.0,13.0,0.0,W6dSuJw9VmA6Z-OumXyCAA/XKheux2IH95JDeqlgXxMpQ,human
8.0,4.0,2.0,41.0,1.0,W6gm2XlEXSmByoWTPNOJIw/G3DWy-JjV5tFsA_bL7jWmw,human
33.0,17.0,3.7777777777777772,66.0,1.0,W7S-_Rtl9NorCE_lUuy3sg/VxCUuyeGS2ANjmtWGhN6VQ,human
0.0,0.0,0.0,9.0,0.0,W7yuFiaPqlg8sjxaRyICkg/P-PehCdcLtzZXv_5mXZDIg,human
40.0,62.0,1.1807692307692308,185.0,3.0,W8Az124Od8OaiV58PJtxIw/jii7rFZk9CmwWLI39rVjsg,human
1.0,6.0,0.5,120.0,0.0,W8JQ8QDCxppHdSn0D3GWpA/Yz-d_SVZT8a1XqTBBpNrHw,human
11.0,8.0,4.583333333333333,58.0,1.0,W8LSMBRX1IfjaLzJKL69CQ/4ubZvwh6h5fOVa8kVObFFA,human
1.0,1.0,1.0,42.0,1.0,W8MeDkf_OYAY5tpXwY8JUw/duk-C00vvtuxxinn-fxNQQ,human
2.0,2.0,2.0,11.0,0.0,W8PbzvDsWmvuPuKQj7zG3Q/vBldMJK5Ar6NhYRxb62EgA,human
11.0,11.0,3.8,35.0,1.0,W8lwji4Y1xzGS3NBZXrOwQ/hWkgNFqkplwjjj0aQowSgQ,human
232.0,45.0,7.254010695187165,24.0,2.0,W8rT4l294OEAa6bPM9TItQ/9Qb4KrcQyT89XH0BPjn6tg,human
232.0,45.0,7.254010695187165,24.0,2.0,W8rT4l294OEAa6bPM9TItQ/XcKJRdIEI2MHIjvZ0YPcWQ,human
4.0,2.0,2.0,41.0,0.0,W9BIYT3TDkipfc64cDAzQg/R2iGHgANYRmmyq8ciQhdzA,human
6.0,10.0,1.4,74.0,1.0,W9DDd-CiEgBzlsq4IJFaqA/1RGVI8L0hIqkIAlSmk-cwQ,human
2.0,0.0,0.0,30.0,0.0,W9MGK6G9LRCdeF21oUzbAQ/69-Fi7oZHVVATs8Har_Avg,human
31.0,17.0,3.833333333333333,28.0,1.0,W9QN2LALb6xhpk9eZYQMiQ/BmAy-OvfcLYzIfuIgd5W0w,human
31.0,17.0,3.833333333333333,28.0,1.0,W9QN2LALb6xhpk9eZYQMiQ/kCaq6jTUUsDgHv25pZr_CQ,human
3.0,13.0,0.2727272727272727,38.0,1.0,WARu_dKDAxBu6I644Sf9Xg/yS5tjD3N0g4bwfe80yAW9g,human
99.0,101.0,0.99,442.0,6.0,WAqZKPAzo9-lNNcbpsHPLg/0b76A8ecoLhOzEiN6pa8aA,human
111.0,105.0,3.3899999999999997,496.0,8.0,WAqZKPAzo9-lNNcbpsHPLg/1sWFWmLPMqTa28KDHw8pXw,human
36.0,77.0,3.2905844155844157,89.0,5.0,WAtZHFvmxi3yBUpgJXdUaQ/jaYg5NLfS523xws7MBpCZQ,human
0.0,2.0,0.0,61.0,2.0,WAvFbInfoodIVoMB7zOcMQ/8P55BHIKvOsTXvLQGPbr-w,human
5.0,1.0,5.0,18.0,1.0,WAvnsCUaCm5O1ECEqn4Cpg/0QpxpJNEeTI9QAvDFQlmYw,human
10.0,4.0,2.5,15.0,1.0,WBEiKczvNUY3L-hUtCzlBA/olB6ZQSzFgXo4XXitpFuXw,human
3.0,3.0,3.0,34.0,1.0,WBFSG3RywbHcHfea5ZdnKg/ZDKu1IvCjF98K6F6IINTGA,human
0.0,2.0,0.0,11.0,0.0,WBIYWrQB2lBveioaxJ0qmw/_5kEsBpXvvSO5b_2TUgDBw,human
0.0,5.0,0.0,12.0,1.0,WBNz-MOLa_iv1VLyYYGJEQ/lOR_xElYkwlw2kq_jLqZzQ,human
8.0,4.0,4.0,104.0,1.0,WB_yGIVjwKPV0aX9oaxouQ/HEBlChqb4smm0p2u6hnVAg,human
9.0,7.0,2.583333333333333,26.0,0.0,WBpHJB8lqaFjYZNzxx_7xA/HHnTbZC4W7qxlS5QarciCw,human
2.0,1.0,0.0,29.0,1.0,WCeBFdYNErDRgUre515D_Q/RGDt5bUbqE9WM1uB3nET-g,human
7.0,3.0,7.0,112.0,0.0,WD66a5HUdZaUckUM_t7gPg/mezGIfHARYHpAZ4-0us-VQ,human
0.0,0.0,0.0,19.0,1.0,WDaR-VgWDxJDQIMIJoqYVQ/WDaR-VgWDxJDQIMIJoqYVQ,human
8.0,9.0,1.1428571428571428,41.0,1.0,WDdKebkahb5EKbbjgNouJg/BBcM7Q0Ag34PTWVi7eltTw,human
201.0,147.0,3.1552671701592025,273.0,9.0,WDhRz3v-obiFWaMzko1j2Q/10qX-tYFKzJ3ZBnSUSvp6A,human
144.0,103.0,3.3186658629696604,313.0,9.0,WDhRz3v-obiFWaMzko1j2Q/DYMPsA_LPgdIpl4U573XfQ,human
128.0,83.0,1.620253164556962,160.0,8.0,WDhRz3v-obiFWaMzko1j2Q/PL2PGiISKS9gcgl7HeGprw,human
42.0,31.0,2.1944444444444446,124.0,1.0,WDtsKTRWs4gJ7shhbqtwZQ/nvgS6wF3El9YViTUxajUdQ,human
42.0,31.0,2.1944444444444446,124.0,1.0,WDtsKTRWs4gJ7shhbqtwZQ/wGuKUryNcQvZFSIlggOL0g,human
4.0,1.0,4.0,10.0,0.0,WECBXlU1IXVKHxtBAhrEjg/OLCwmhogqECOYRBo1oqPyQ,human
7.0,71.0,0.18770764119601327,132.0,5.0,WEIH_oZbmIgqM3Dbd0t0uw/OUSwrXzyRhJcC85XcWXPdQ,human
7.0,6.0,2.2,121.0,2.0,WEItudOvNopFfUDf6fI40A/GVfvNOhCHXJc4wkXQ-ezcg,human
0.0,0.0,0.0,13.0,0.0,WETWljMruFliE4dt3xZOiQ/poUw3QbJZwKKMPId9ayQeQ,human
2.0,1.0,2.0,24.0,1.0,WEUIMCNU6fzkrDTg7dI10A/ffd-aZkj0eFiF-vbuCLqBQ,human
2.0,4.0,2.0,21.0,0.0,WEopo2i2PznRbrvdU9QEMA/wttBsV1mIsOSWZsLTCaIRQ,human
2.0,4.0,1.0,12.0,0.0,WF6ssYQqy5-LJqzd-VeOrA/mhaFv5dQqM_cft-b0DIpxw,human
62.0,39.0,1.5897435897435896,148.0,6.0,WF8OnvQNn1uYcBrO7fAbfA/ppc0N2-9PqGXiM66lmuYDQ,human
12.0,69.0,1.6625,62.0,5.0,WFL2K2-AzUGXpp6mxGtwxQ/AUxPqdO3D-Ec59qaFoizqA,human
16.0,23.0,1.9047619047619047,131.0,2.0,WFmUuY6mQh6jl2bj0Rm5FA/wSEiUQStLo4DVD1La2ls5A,human
13.0,10.0,2.333333333333333,17.0,1.0,WGFc8osZkohiWBy_s9Cq6g/AKHlurpvqub2gN4AyhvQpQ,human
3.0,11.0,0.5666666666666667,29.0,0.0,WGLcv0c4x3o5h7tJeSNBfw/zVseSUfjBEdseIzUdPtXmg,human
1.0,1.0,1.0,14.0,0.0,WGQFVd4fvjP8SmMJ2xddxw/TY0wb0KpQVNtGa0_eJ-23Q,human
111.0,58.0,3.6054590570719602,165.0,5.0,WGZoBWrkjfuLRiiXFUVfRg/-lvUmkHTkAhONVZTSlvUjA,human
1.0,1.0,0.0,34.0,1.0,WGj2NcX-5OZyeWMp_2tLtQ/0qV9wdiD_SH7mVFpnfccxw,human
2.0,1.0,2.0,17.0,0.0,WGjegjw-yIf-LI_bDZdtGQ/y7jHqqcrqOn5VvnyKIq77w,human
2.0,1.0,0.0,35.0,0.0,WGmeCTMMciS-x0ichh81Pw/10qHxu3jVf75pOs6UKcXVQ,human
17.0,27.0,1.9078947368421053,45.0,4.0,WGxZhLkO_McFD8iE0tNQwg/tQqEHmb63Za-n6Spe9mjTg,human
0.0,0.0,0.0,53.0,0.0,WH3KxOFYOrhkZAud65kwww/VYM3bcJCOd0eY-0os26xJw,human
0.0,0.0,0.0,40.0,0.0,WH3KxOFYOrhkZAud65kwww/cK4Uc5zQu8g5MQG1PmTVJg,human
2.0,3.0,0.6666666666666666,14.0,1.0,WHu8ouRv4n2ufnLLLDutPQ/WhC_2r9oQuyLPL15F9QWBA,human
2.0,3.0,1.0,27.0,1.0,WI-p7AQOgtnPC7l4Dhq3Jg/SXdd6gA5yg8n0QLI3esmEQ,human
3.0,3.0,0.6666666666666666,4.0,0.0,WICcwUTpINqfLwG-X-crOQ/h5ASJ2FxFEpFOua7il88ig,human
7.0,6.0,4.333333333333333,124.0,1.0,WIFg6ff1EIIKacp5ogL-WA/duoQ2p8x3uIYKk2VJzoWyw,human
0.0,2.0,0.0,32.0,1.0,WIWVYOZBpXzRfgkrj6JGGQ/2-vWNiJhOgSKvWoUaWwJ2w,human
0.0,5.0,0.0,90.0,1.0,WIfLn4hdXhVgfnVORoTf8g/dhNFpSfOzRwrm3q097yDCw,human
11.0,9.0,3.333333333333333,25.0,2.0,WJ5qb3hRkwo-MA3gUayl7w/4JmHdkb9HqKlcZUwa4HkOA,human
3.0,12.0,1.2857142857142856,103.0,1.0,WJJUZF4Gae2fs7cc-MEsRA/1GtFEw4zRhvC7dZmNGApUA,human-bot
51.0,42.0,6.085714285714285,166.0,2.0,WJJUZF4Gae2fs7cc-MEsRA/Ap_VRTyTv49OCDvkORjKrg,human-bot
6.0,4.0,5.0,56.0,1.0,WJf49btEUfIo4xoWqlPtsw/i9wPAwJ9Xfyogt9kE5yx9A,human
6.0,4.0,5.0,56.0,1.0,WJf49btEUfIo4xoWqlPtsw/nm5uuHgBMoPllQ1-y7-blw,human
0.0,3.0,0.0,49.0,0.0,WK88_DBqWic4P3AdK8Zw9g/UTfY32lrJcS-YGAjfXZulA,human
3.0,10.0,0.0,52.0,2.0,WLJGtn70wfUH-GMepPrUoQ/8e9leqgxADXlGR3vr3RqeQ,human
0.0,1.0,0.0,31.0,1.0,WLLkEvFcTOpMXgv02_BN8w/oZF_0xeIhm-wcTkQ0wZ9KQ,human
4.0,57.0,1.0535714285714286,94.0,4.0,WLaEz_1Nf-YWzHZa8bBgAA/pLoAhZ1cbPT38VYoSdXGmg,human
12.0,24.0,0.5217391304347826,68.0,4.0,WLjtlUx8GqAlYU3gQXYukw/xHPzobyaOx5VOpQJggdrvA,human
4.0,7.0,3.2,34.0,2.0,WLoILIMNvSfH8OQE70DFzw/cSSpApf10q2plILR0CRUnw,human
0.0,0.0,0.0,21.0,0.0,WLuCgpLsKlGQYRP5R2STaw/c9nV5fQDug3B4CGssLNJRA,human
2.0,4.0,1.5,205.0,3.0,WMEplbFW0cQZDNvzN6SUtw/wBg5l5WdVdRKpDzyA62ABw,human
19343.0,594.0,37.36100192678228,401.0,7.0,WMG9KKEihxuB4qJ7HYRV6A/zx6MFOVFBfYKoQzrjV2Ksw,human
127.0,199.0,8.213368097419822,409.0,8.0,WMMEJn_D7axJ01w5Xw-8Dw/-N1ej6eMv5iPgu1Tkoxc2A,human-bot
85.0,122.0,3.164500298552023,236.0,4.0,WMMEJn_D7axJ01w5Xw-8Dw/7F60C3mR08-_sYUM_MNHtA,human-bot
28.0,35.0,2.45,92.0,2.0,WMMEJn_D7axJ01w5Xw-8Dw/Fmk2W_R94AQLKU4-bDMqKQ,human
81.0,95.0,3.0265692640692645,257.0,3.0,WMMEJn_D7axJ01w5Xw-8Dw/KC_7UlEgm8mLm9wwk7LDCg,human-bot
91.0,115.0,3.481114718614719,279.0,4.0,WMMEJn_D7axJ01w5Xw-8Dw/O8KdDIC1elOLPB08sR2lNw,human-bot
90.0,130.0,3.9978336318853565,322.0,6.0,WMMEJn_D7axJ01w5Xw-8Dw/_Nihlptc3MQzfb0BwJR4hw,human-bot
2.0,2.0,2.0,23.0,0.0,WMj9Tpp0TDgmsNbx4uFZ1Q/RUPMfIZZjNYYq8QA4TN8Fg,human
6.0,5.0,1.5,42.0,0.0,WMoeEkmgz0mitj16VBFwxA/Bbi_4_LpwMIyid6cySXc2g,human
14.0,17.0,1.5238095238095237,85.0,2.0,WMuXqy9R0RfmjT1dFytz2A/nh4PzETfmiwSX7utJ1dBQw,human
19.0,15.0,2.8,58.0,4.0,WN5gUuwinT5XkMx7tI4TTg/qTWvQMdMYzlN4CR7YqhwMQ,human
0.0,0.0,0.0,8.0,0.0,WNBtC4J6scgdcdy4aj8GLA/D9SzKDrAiDFxIa208rT1zA,human
7.0,3.0,3.5,16.0,0.0,WNDnDH16z1NSd22acSuuow/Ci3TDx75_amHxcKD64OtvQ,human
7.0,3.0,3.5,16.0,0.0,WNDnDH16z1NSd22acSuuow/b-XVqw35LZERAKlQZ2ouOw,human
0.0,0.0,0.0,37.0,1.0,WNRC-6mHfeHcGs1GYiS8QQ/JuKHOLUe69Jc9Nc0sztTnw,human
53.0,48.0,4.470588235294118,106.0,8.0,WNkxZUXlVwXR7QJcV_svKQ/SlGtEW0TuXtqYEIofu236w,human
2.0,3.0,1.0,22.0,1.0,WOEEcso7PHJMR4Lg_GTS5w/kk7vXcMMG6jOndth_Xf_wA,human
15.0,25.0,1.3125,100.0,1.0,WOTjIIxUZn246acRobDMVA/3TV1ODqy4KCM6K7bRLxxGQ,human
5.0,4.0,2.0,15.0,0.0,WOZwz8WoszfztcmB8gdqvA/57GlyCdy4OBVCWAIy5iD7w,human
0.0,0.0,0.0,19.0,0.0,WOx0Ywq4tg5cUWq3DjN1-w/4IDEme69MTt-ySBv4X7Iqg,human
5.0,3.0,3.0,17.0,0.0,WP4DHISHkVR7j56xWr_0XA/89__peE32uGLyZFSqmD33A,human
14.0,9.0,5.5,63.0,4.0,WPEbOB99TnDmwKHPMDlLdQ/4BXcXqVee-uGRZ8IlKQzFw,human
27.0,62.0,2.9047619047619047,65.0,5.0,WQ7_jjHFSlJDRUVaNj7Grw/ldBm-YoxQy4hoOK0Tz9OLg,human
9.0,9.0,3.4,34.0,2.0,WQT3eiYRmg559WfWEiInaw/nYcWie04rxBn_zlt4xidHQ,human
45.0,21.0,8.595238095238095,78.0,1.0,WQb3l2bF-rkcavjU8LluvA/gfOrJLmKVqbwldOuWEYaTw,human
23.0,24.0,2.071428571428571,97.0,4.0,WQe4TOdxnxJL1kh5wKQj0A/MfXgeEQZHISF-DPhb2PzWA,human
8.0,2.0,2.5,14.0,0.0,WQo155Z54Z7pP8DUyWBh-w/-Xu5Q_A4X3Wu8KWdz15plg,human
35.0,12.0,3.1818181818181817,40.0,0.0,WQrLRgyFKFmpALNhKaRjdg/8GpOgGbV_dLBsegOktGu5w,human
0.0,0.0,0.0,6.0,0.0,WR29c6cQwWcfkfzE-P3eJA/NA5_dPUWoLGq7RPh_6Xd3g,human
3.0,2.0,3.0,39.0,1.0,WR9zvdeYAbf9dZjlOykc8A/4oP9tci-8MVrQwEiFy4-xQ,human
2.0,10.0,0.2,72.0,1.0,WROf9nEA9cVLSrbdXDHAzQ/TSng2GnbRM_29tYU3dTq_A,human
0.0,0.0,0.0,24.0,0.0,WRau3fjlNQA-l-7aI4kSzQ/GpMyiuBjgIa7lOzKCko5MQ,human
0.0,0.0,0.0,25.0,0.0,WRau3fjlNQA-l-7aI4kSzQ/W_iT7yZMdlYOlal_VrVLuQ,human
5.0,4.0,1.25,16.0,2.0,WRzlGinL4fuGiLADw6Nxng/nvqyOZx8Vgs03kd7mqCkZQ,human
16.0,23.0,0.8,103.0,2.0,WS-WW2BMagTXQhYL_S62ew/Xh3gNXt-YejdYLPnghD1Tw,human
3.0,10.0,1.2857142857142856,54.0,1.0,WS4f8zEhb9V4ailcV5PlEw/OiP9-hZc0l3lrIVo20uyqQ,human
1.0,1.0,1.0,43.0,1.0,WS4f8zEhb9V4ailcV5PlEw/a-U4yZN4jLoOQR7t9XT-JQ,human
4.0,3.0,3.5,19.0,0.0,WSAPY_PyZnMqQDjlHZY9HQ/vqoCkM0lkOAr4E_xNOpnVg,human
51.0,38.0,1.457142857142857,89.0,2.0,WSOrzS-lfcjyiC9WZmezQQ/agowPeUc_8PTRGfTxrZnHg,human
20.0,21.0,1.7179487179487178,76.0,2.0,WSTJ7RDjdvE2vCCaANX0jQ/I468-RpZAs0jf_Afo9b-GQ,human
1.0,5.0,0.25,166.0,0.0,WSmFjZxm0au0MXUrhdPWDg/XgD6SX6qK5bW9pXKWcXYEw,human
5.0,4.0,0.75,33.0,2.0,WSu1nUfQn1y1h1DiwnL2uw/gYT_-5iwOka6umMJgwB30A,human
0.0,4.0,0.0,23.0,1.0,WUCittg63dsN9yRIHIq2SA/C4Q0ky0FCZfTiH76bugktg,human
0.0,4.0,0.0,23.0,1.0,WUCittg63dsN9yRIHIq2SA/G7Fm7nqnSgH5FlMs-al-WQ,human
0.0,24.0,0.0,76.0,3.0,WUCittg63dsN9yRIHIq2SA/e-y4dSlCfCUGIlVl7r7oZw,human
0.0,0.0,0.0,11.0,1.0,WUMP7_ff8xUP_egi1FHIew/JIfTSpPUzBpR0AvwPOcArw,human
0.0,1.0,0.0,81.0,0.0,WUX-I5ffZShxX-Y33EvVHw/ipo0OR6Igx8dQXMMXeYJZg,human
0.0,1.0,0.0,35.0,1.0,WUwB_syo0T1e1Ixv0HiEXg/4K4S4NSUn6QkOeeEaeX3zg,human
32.0,67.0,0.4848484848484849,39.0,3.0,WVCSBQBJu6l0vsmTvRDPBg/Djs4u6Bi_FyIzQvAqKkNPg,human
5.0,6.0,1.8333333333333333,39.0,4.0,WVFfaxkwceJj8Uv6lL72RQ/FKMXGVaTkNUveB6TwojHJw,human
4.0,4.0,0.5,36.0,1.0,WW8RY_8Uxh3ONBKesR1hYw/nYMiUwtn4jZuWxumcIHe2Q,human
0.0,1.0,0.0,9.0,0.0,WW9yA5rMlbyvjbfLEOA79g/pqjTeYMOAOwyy9wuUcj7bA,human
0.0,0.0,0.0,6.0,0.0,WWUbtEjSeycLTRXDUj6o0A/BNei2oqP09huOzGjUf-Ejw,human
11.0,6.0,1.8333333333333333,20.0,2.0,WWUeKI8ySGDZ9m2HOTfGRg/FB7sLGjxGOK2fzRJSNTg5A,human
11.0,6.0,1.8333333333333333,20.0,2.0,WWUeKI8ySGDZ9m2HOTfGRg/e9mfN5gSXr6crKXFMA7KRg,human
2.0,72.0,0.028571428571428567,23.0,3.0,WWsOJFcbM1dLGzVC_tktLw/hT28AUM_PIs0ThQaTyBscQ,human
0.0,2.0,0.0,23.0,1.0,WWxe2_QoUnD3oMV9JJYl9Q/8MiIdw9BTibFtKdZpbKMIA,human
0.0,0.0,0.0,10.0,0.0,WXLFFkAe3T9_yiDRxOINew/7WZfb9ZGQDcwlhIKX6GXhA,human
5.0,6.0,2.0,72.0,3.0,WXhUaxuYauguSJ1qVb3x-g/wzb_hQ7d2p_-VuZ1zz-hqw,human
8.0,8.0,1.0,63.0,2.0,WXlcSQHVAeMuWYanVXYCDQ/JrseCyuKxo47N3P8Js18_w,human
16.0,17.0,1.9,161.0,1.0,WXnk8nlnsCVnfaAG6gupTw/WXnk8nlnsCVnfaAG6gupTw,human
7.0,5.0,0.8,65.0,0.0,WYTyD_6zNbc9yjVJxxlicQ/waT1vYT0QuHnkncyQ4bzOw,human
10.0,14.0,3.5384615384615383,61.0,1.0,WYiLGIGAl4LueVsNjulsNA/HijyQOdaS7uGVUpvLQTibA,human
20.0,11.0,4.375,63.0,2.0,WZ55GTVY1h0ZCrLiY5lqjg/aAL5s2xdVjKZ-CdODwl8vg,human
1.0,4.0,0.0,30.0,0.0,WZBYLj1w5Hr74-o64QTX-Q/Go4mkG3KyFkZRO6_aXTHOA,human
6.0,5.0,2.25,36.0,1.0,WZJR5dUnea1zKKvlZ624sA/GW1G5Nrbo_p2rlGlG4wWFQ,human
27.0,8.0,6.5,56.0,1.0,WZaB2raw2vxAXEkjjaAb0w/Z4PV673gX67FsSveFly2GA,human
1.0,0.0,0.0,37.0,2.0,WZbqloUldWHAHRgkBKherQ/YMFnH3iPX5HYp9pji59IBw,human
15.0,10.0,2.5555555555555554,46.0,1.0,W_ELYS1C2B1-Piq6QrQa2g/IEqvlC98M2_7tOjpvbWD6A,human
15.0,10.0,2.5555555555555554,46.0,1.0,W_ELYS1C2B1-Piq6QrQa2g/fhnR1UJ0KbpzfiPvQvSJcw,human
0.0,2.0,0.0,18.0,0.0,W_OAOtM_ti1oSoZjYaRZ2g/LvX8h1rlJPP-BbdMbtBPEA,human
1.0,23.0,0.045454545454545456,19.0,3.0,Wa-9LwSsY52nw57CrIqMyA/5nvt-wXi9qfcrHc4ZS46kg,human
0.0,0.0,0.0,9.0,0.0,WaCok2ovGn8-sGKfDSbdMg/yZsBUaI1ahRuQl4w4rHTFg,human
3.0,3.0,1.0,11.0,1.0,Wazys2cZKFWd-nJU2Rv1xw/mNjKAIuQxZzcgbqlx1-yIA,human
6.0,10.0,1.0833333333333335,21.0,1.0,WbDaVCzJ-0SQsfUc8O-mxw/xYgbw_dSRzySGPLLP8uPcQ,human
3.0,5.0,0.4,28.0,0.0,WbMrEBDvwQALDfsILgXB6Q/S5C_0CswMr5vhPxaSugUJg,human
49.0,37.0,3.394480519480519,117.0,1.0,WbROhu60HPcEMo6AbyGnoQ/W06kyWLuKUK5S3zCdoLhKQ,human
30.0,36.0,3.0090909090909093,53.0,2.0,WbYppPg46tJwCSOggWw3RQ/WqmM9N4HGUiRtUNzTqFeFw,human
83.0,44.0,5.8875,112.0,6.0,WbbR-OojVAKDIlaqYkFf4A/LohTDCLCq35VAx-gbf6B4A,human
25.0,17.0,3.3777777777777773,84.0,1.0,WbfoWvNPOGKXvDOyg6EVCw/SfN2zgru1UYAi1Wi2_ZQ8A,human
20.0,122.0,0.32093933463796476,66.0,2.0,WbhIn3hFe1FvDGWRSSUIJQ/4mhEPkPZPat-vvMDu-lkLw,human
20.0,122.0,0.32093933463796476,66.0,2.0,WbhIn3hFe1FvDGWRSSUIJQ/dFRznpB_VZWuYdhLhUf1dA,human
22.0,25.0,5.933333333333334,75.0,3.0,WblJ6ZnunhCvF3yph8FadA/Wl8HXRVi3sZVaz0mX8TJwg,human
37.0,33.0,3.3,33.0,1.0,WbmYS3InnhjxdNUoCsrXOA/TtdnsFZ83KYYHkFAO_au1w,human
21.0,38.0,1.1792717086834732,73.0,3.0,Wc5nUoxaeJksEbEo1T4aFw/XHwJ51Vf0z88BRnida5IpA,human
20.0,60.0,1.225,140.0,6.0,WcZ_dTiIh5U79d5UyB-vIQ/V4aCbJuw6_l5jXhtJ6gVeg,human
20.0,64.0,1.225,153.0,7.0,WcZ_dTiIh5U79d5UyB-vIQ/eIduWGOcNjee_lR3LTlfag,human
0.0,22.0,0.0,58.0,1.0,WcZ_dTiIh5U79d5UyB-vIQ/fv226W3fxVpfJBpjPp7mWA,human
4.0,1.0,3.0,139.0,2.0,WcboeKFlaWxqAjodUECvZQ/70dXmXYM5K3lkDkSp5z-OQ,human
243.0,514.0,52.69390878481788,521.0,8.0,Wcdq_IbztWxsszoGQ4uHMA/K0hyjuWW0Bcgbd9BXn_0ig,human
49.0,512.0,0.1939087848178757,406.0,8.0,Wcdq_IbztWxsszoGQ4uHMA/PH93zEMzjhSCTBEWcb7vMA,human
4.0,1.0,3.0,13.0,0.0,Wd5F0V-UcHZnMQvI9pARhg/X44xCXfYuNj9GtrG0e2wDQ,human
185.0,224.0,4.901538461538462,498.0,8.0,WdV1ZwEv-yF3FdG1GHoihg/PhD4yAkkLToPlMGOet24Zg,human
82.0,42.0,12.115497076023392,152.0,5.0,WdkWK25cRla59R6Dj_Xeyg/cHKofOPgVcubi_-b2mI--Q,human
0.0,0.0,0.0,11.0,0.0,WdxJ9yWzbYq0xm3BQLKieQ/iC-Rm0KEwgWHeTQIMFLiWw,human
8.0,23.0,1.0142857142857142,80.0,3.0,WeEQaMYIohyWjIqHYhqzsQ/UeSuUZgFatkVU-HDwuhmUQ,human
3.0,4.0,1.0,43.0,3.0,WecGUk6Wnn9TwPRnIJxyrA/-UAPBK3VxONRihRwJV8rbQ,human
3.0,4.0,1.0,39.0,3.0,WecGUk6Wnn9TwPRnIJxyrA/y4SWrMyhrEyJ2DdCOpE7LQ,human
2.0,1.0,0.0,6.0,0.0,Wf6kE9d5BLTrp0xq4D5iBg/81NkV1f18KQfrEk3mJlDNw,human
29.0,36.0,16.5,87.0,5.0,WfVEbprANkygZQ4f7O8NbQ/-3ThV53gweiHBaIqsA_VUQ,human
6.0,9.0,1.5,41.0,1.0,Wfjun3UqPjZWaBiqg0GmgA/d3TujBHWye2fSWKZrZFU2A,human
2.0,1.0,1.0,31.0,0.0,Wfk8Bq72cTUwNnVONDfHyw/R1eeBgsP7yPgFbCFNVpPiw,human
3.0,3.0,2.0,35.0,2.0,Wg5L-HgxCSDbkA4ZGr-lVw/-ICt5P3ITfOQB9OH0whZ6w,human
119.0,81.0,3.055555555555556,138.0,7.0,WgQaCiwUfGWkQQbqKSD_yg/68qbzeZ_sqMOvaq4Hfya3A,human
2.0,4.0,0.5,8.0,0.0,WgYqoNyUs-DV8bdOUnGkIA/fIwB9MLaWtJPKjD-INu6Fw,human
42.0,218.0,0.7578092569530925,1438.0,7.0,WglrY9_epSzis_kVN3r8xg/Gi0GekBJf8MMraSO3Uz5MQ,human
130.0,403.0,3.093867261246009,2407.0,17.0,WglrY9_epSzis_kVN3r8xg/V_qF_MegH45nMfTSaAEXNQ,human-bot
5.0,1.0,5.0,28.0,2.0,WgpRUa2IYXlJCJlXuwIcNQ/HJl1_QS7L6yAIBFZWydZBw,human
3.0,2.0,1.5,9.0,1.0,Wgv665xbVdaj7bNWeS29Eg/xibFv-u0GhZtzWgcGmAPsw,human
31.0,22.0,2.473684210526316,56.0,2.0,WhFRuly2If-oAQWasu25sA/EmrJ9hSQgesOl8LpOeqtUg,human
1.0,4.0,0.5,40.0,0.0,WhgMY7iG7fy6zuGpEXC8oQ/0nDv6qE47Lq9JVCCU4w25A,human
72.0,86.0,2.8076923076923075,389.0,6.0,WhgMY7iG7fy6zuGpEXC8oQ/GyQbz0zI2jn1mrD-bZLBcA,human
3.0,3.0,3.0,41.0,2.0,WhgMY7iG7fy6zuGpEXC8oQ/oYzx07TXb12aGfAz6hP-8A,human-bot
16.0,10.0,4.5,104.0,1.0,WhrE_jRemnZ5Facx9yC21w/7taoLe518_XxFuq32sN6Sw,human
1.0,1.0,1.0,16.0,0.0,Wib8gS6nbk1LLcmu6kQ-Ug/Wib8gS6nbk1LLcmu6kQ-Ug,human
0.0,1.0,0.0,69.0,1.0,WicgW7Kg89B_z1WVumgsAQ/_wQRYgSc9a0mNKFrNDFmkg,human
13.0,21.0,1.3055555555555556,39.0,2.0,WilKVmbZxMA-Q7MdjJ4Huw/ZGCOYuewNx-cx0C-72hG-g,human
26.0,19.0,2.8095238095238093,23.0,1.0,Wir_IOwWyTBxQjY8R-yYcQ/mQ4q1inILb8_vBKG6c1EEg,human
3.0,15.0,0.2727272727272727,36.0,2.0,WjDE9peG-wxko-aDKQxCPQ/i6Wq-RaX7DiDXsyFuE3biA,human
46.0,33.0,3.0343137254901955,229.0,3.0,WjImdNegemzbBm8JnKIIFw/rXQWMcjyme9gSzDThGlfmA,human
